ID,odor
3001,n
3002,f
3003,n
3004,f
3005,c
3006,n
3007,n
3008,n
3009,n
3010,f
3011,n
3012,n
3013,n
3014,c
3015,n
3016,n
3017,f
3018,f
3019,n
3020,n
3021,n
3022,n
3023,n
3024,n
3025,n
3026,n
3027,c
3028,f
3029,n
3030,n
3031,n
3032,n
3033,n
3034,n
3035,f
3036,n
3037,n
3038,c
3039,n
3040,n
3041,f
3042,f
3043,n
3044,n
3045,n
3046,n
3047,n
3048,c
3049,n
3050,n
3051,n
3052,n
3053,c
3054,n
3055,n
3056,n
3057,n
3058,c
3059,c
3060,n
3061,f
3062,c
3063,f
3064,n
3065,f
3066,n
3067,n
3068,n
3069,c
3070,f
3071,n
3072,n
3073,n
3074,f
3075,n
3076,f
3077,n
3078,n
3079,f
3080,n
3081,n
3082,n
3083,f
3084,n
3085,n
3086,f
3087,n
3088,f
3089,n
3090,f
3091,f
3092,f
3093,n
3094,f
3095,n
3096,c
3097,n
3098,c
3099,n
3100,n
3101,n
3102,n
3103,f
3104,f
3105,c
3106,n
3107,n
3108,n
3109,n
3110,f
3111,c
3112,n
3113,n
3114,n
3115,n
3116,n
3117,n
3118,n
3119,c
3120,c
3121,n
3122,n
3123,f
3124,n
3125,c
3126,n
3127,n
3128,n
3129,n
3130,n
3131,n
3132,n
3133,n
3134,n
3135,n
3136,n
3137,n
3138,n
3139,f
3140,n
3141,n
3142,f
3143,n
3144,n
3145,n
3146,n
3147,n
3148,c
3149,c
3150,n
3151,n
3152,n
3153,f
3154,n
3155,n
3156,n
3157,c
3158,n
3159,n
3160,f
3161,n
3162,f
3163,c
3164,n
3165,f
3166,c
3167,f
3168,n
3169,f
3170,c
3171,n
3172,n
3173,n
3174,f
3175,c
3176,n
3177,n
3178,n
3179,n
3180,f
3181,n
3182,c
3183,c
3184,n
3185,n
3186,n
3187,n
3188,f
3189,f
3190,n
3191,f
3192,c
3193,n
3194,f
3195,n
3196,n
3197,n
3198,n
3199,n
3200,f
3201,n
3202,f
3203,n
3204,n
3205,n
3206,f
3207,n
3208,n
3209,f
3210,c
3211,n
3212,f
3213,n
3214,n
3215,n
3216,n
3217,n
3218,n
3219,c
3220,n
3221,n
3222,n
3223,n
3224,n
3225,n
3226,n
3227,f
3228,c
3229,n
3230,n
3231,n
3232,f
3233,c
3234,f
3235,n
3236,f
3237,n
3238,n
3239,n
3240,f
3241,n
3242,n
3243,c
3244,f
3245,n
3246,f
3247,f
3248,n
3249,f
3250,n
3251,n
3252,n
3253,n
3254,c
3255,n
3256,n
3257,n
3258,n
3259,c
3260,f
3261,n
3262,n
3263,c
3264,n
3265,f
3266,f
3267,n
3268,n
3269,c
3270,f
3271,c
3272,n
3273,n
3274,n
3275,f
3276,n
3277,c
3278,f
3279,n
3280,n
3281,f
3282,f
3283,c
3284,n
3285,f
3286,n
3287,n
3288,n
3289,n
3290,n
3291,n
3292,n
3293,c
3294,n
3295,n
3296,c
3297,n
3298,n
3299,f
3300,n
3301,f
3302,n
3303,n
3304,n
3305,f
3306,n
3307,c
3308,n
3309,n
3310,n
3311,n
3312,n
3313,n
3314,f
3315,n
3316,n
3317,n
3318,n
3319,n
3320,n
3321,n
3322,n
3323,c
3324,f
3325,n
3326,n
3327,c
3328,c
3329,f
3330,n
3331,n
3332,c
3333,n
3334,n
3335,f
3336,n
3337,n
3338,c
3339,n
3340,f
3341,n
3342,f
3343,n
3344,n
3345,n
3346,n
3347,c
3348,n
3349,n
3350,f
3351,n
3352,c
3353,f
3354,n
3355,n
3356,n
3357,n
3358,c
3359,f
3360,c
3361,n
3362,n
3363,f
3364,f
3365,n
3366,c
3367,c
3368,n
3369,n
3370,n
3371,n
3372,c
3373,f
3374,n
3375,n
3376,n
3377,n
3378,n
3379,n
3380,f
3381,n
3382,c
3383,n
3384,n
3385,n
3386,n
3387,n
3388,n
3389,c
3390,f
3391,c
3392,n
3393,n
3394,c
3395,n
3396,c
3397,n
3398,c
3399,n
3400,f
3401,c
3402,n
3403,f
3404,c
3405,n
3406,c
3407,n
3408,n
3409,n
3410,n
3411,n
3412,c
3413,n
3414,n
3415,n
3416,n
3417,n
3418,f
3419,c
3420,n
3421,n
3422,c
3423,n
3424,n
3425,n
3426,f
3427,c
3428,n
3429,n
3430,n
3431,n
3432,n
3433,f
3434,n
3435,n
3436,c
3437,n
3438,f
3439,n
3440,f
3441,n
3442,c
3443,n
3444,c
3445,c
3446,n
3447,c
3448,f
3449,n
3450,n
3451,n
3452,f
3453,c
3454,f
3455,c
3456,n
3457,n
3458,c
3459,n
3460,n
3461,n
3462,n
3463,n
3464,c
3465,n
3466,f
3467,n
3468,n
3469,c
3470,c
3471,n
3472,n
3473,n
3474,f
3475,n
3476,n
3477,n
3478,c
3479,n
3480,f
3481,n
3482,n
3483,n
3484,c
3485,c
3486,n
3487,n
3488,n
3489,f
3490,n
3491,f
3492,n
3493,f
3494,n
3495,n
3496,n
3497,f
3498,n
3499,n
3500,n
3501,c
3502,n
3503,n
3504,n
3505,n
3506,n
3507,f
3508,n
3509,f
3510,n
3511,n
3512,f
3513,n
3514,f
3515,n
3516,c
3517,n
3518,n
3519,n
3520,n
3521,n
3522,c
3523,f
3524,n
3525,n
3526,c
3527,n
3528,n
3529,n
3530,n
3531,n
3532,c
3533,n
3534,f
3535,n
3536,n
3537,c
3538,n
3539,n
3540,f
3541,n
3542,n
3543,n
3544,c
3545,f
3546,n
3547,n
3548,c
3549,n
3550,n
3551,n
3552,n
3553,n
3554,n
3555,c
3556,n
3557,f
3558,c
3559,n
3560,f
3561,c
3562,n
3563,n
3564,n
3565,n
3566,f
3567,n
3568,f
3569,n
3570,n
3571,f
3572,n
3573,f
3574,n
3575,n
3576,n
3577,n
3578,n
3579,n
3580,n
3581,n
3582,f
3583,n
3584,c
3585,n
3586,n
3587,n
3588,n
3589,n
3590,n
3591,c
3592,n
3593,n
3594,n
3595,f
3596,n
3597,n
3598,f
3599,n
3600,f
3601,n
3602,n
3603,n
3604,n
3605,f
3606,c
3607,f
3608,f
3609,f
3610,n
3611,f
3612,n
3613,n
3614,n
3615,f
3616,n
3617,c
3618,n
3619,n
3620,n
3621,n
3622,f
3623,f
3624,n
3625,n
3626,f
3627,n
3628,c
3629,n
3630,n
3631,f
3632,n
3633,c
3634,f
3635,n
3636,f
3637,n
3638,n
3639,n
3640,n
3641,n
3642,n
3643,n
3644,n
3645,f
3646,n
3647,n
3648,f
3649,f
3650,f
3651,n
3652,n
3653,f
3654,f
3655,f
3656,n
3657,c
3658,n
3659,f
3660,n
3661,n
3662,f
3663,n
3664,c
3665,n
3666,n
3667,n
3668,f
3669,n
3670,n
3671,c
3672,n
3673,n
3674,n
3675,n
3676,f
3677,n
3678,n
3679,n
3680,c
3681,n
3682,n
3683,n
3684,c
3685,f
3686,n
3687,f
3688,c
3689,n
3690,n
3691,n
3692,n
3693,c
3694,n
3695,f
3696,n
3697,n
3698,c
3699,n
3700,c
3701,n
3702,f
3703,n
3704,c
3705,f
3706,n
3707,n
3708,c
3709,f
3710,n
3711,f
3712,n
3713,n
3714,f
3715,n
3716,n
3717,n
3718,n
3719,f
3720,n
3721,n
3722,n
3723,n
3724,n
3725,f
3726,c
3727,f
3728,n
3729,n
3730,n
3731,n
3732,n
3733,n
3734,n
3735,f
3736,n
3737,n
3738,f
3739,c
3740,c
3741,n
3742,f
3743,c
3744,n
3745,n
3746,n
3747,f
3748,n
3749,n
3750,n
3751,f
3752,c
3753,n
3754,c
3755,c
3756,f
3757,n
3758,n
3759,f
3760,n
3761,n
3762,n
3763,n
3764,n
3765,n
3766,n
3767,n
3768,n
3769,n
3770,n
3771,n
3772,n
3773,n
3774,n
3775,n
3776,f
3777,n
3778,n
3779,n
3780,n
3781,n
3782,f
3783,n
3784,f
3785,n
3786,n
3787,n
3788,f
3789,n
3790,n
3791,f
3792,n
3793,c
3794,n
3795,c
3796,n
3797,c
3798,n
3799,n
3800,n
3801,n
3802,c
3803,n
3804,n
3805,c
3806,n
3807,c
3808,n
3809,f
3810,n
3811,f
3812,n
3813,n
3814,n
3815,c
3816,f
3817,n
3818,n
3819,n
3820,n
3821,n
3822,n
3823,f
3824,n
3825,n
3826,n
3827,c
3828,n
3829,n
3830,f
3831,n
3832,c
3833,n
3834,c
3835,f
3836,f
3837,n
3838,n
3839,n
3840,n
3841,f
3842,n
3843,n
3844,f
3845,n
3846,c
3847,n
3848,n
3849,n
3850,n
3851,n
3852,n
3853,c
3854,n
3855,f
3856,n
3857,n
3858,n
3859,c
3860,c
3861,n
3862,n
3863,n
3864,n
3865,f
3866,c
3867,n
3868,n
3869,c
3870,c
3871,n
3872,f
3873,c
3874,f
3875,c
3876,n
3877,c
3878,n
3879,c
3880,c
3881,n
3882,c
3883,c
3884,n
3885,n
3886,c
3887,n
3888,c
3889,n
3890,f
3891,f
3892,n
3893,f
3894,n
3895,f
3896,f
3897,n
3898,n
3899,c
3900,n
3901,f
3902,f
3903,f
3904,f
3905,c
3906,f
3907,f
3908,f
3909,f
3910,f
3911,n
3912,f
3913,f
3914,f
3915,n
3916,n
3917,n
3918,f
3919,f
3920,f
3921,n
3922,f
3923,n
3924,n
3925,n
3926,f
3927,f
3928,f
3929,n
3930,f
3931,f
3932,f
3933,f
3934,f
3935,f
3936,c
3937,f
3938,n
3939,n
3940,c
3941,f
3942,f
3943,n
3944,n
3945,f
3946,n
3947,f
3948,f
3949,n
3950,f
3951,f
3952,f
3953,f
3954,c
3955,c
3956,f
3957,f
3958,f
3959,n
3960,f
3961,f
3962,n
3963,f
3964,f
3965,f
3966,f
3967,f
3968,f
3969,f
3970,c
3971,f
3972,f
3973,n
3974,n
3975,f
3976,c
3977,f
3978,f
3979,c
3980,n
3981,f
3982,c
3983,f
3984,f
3985,n
3986,f
3987,f
3988,f
3989,f
3990,n
3991,f
3992,f
3993,f
3994,c
3995,c
3996,f
3997,f
3998,f
3999,n
4000,f
4001,n
4002,f
4003,n
4004,n
4005,f
4006,f
4007,n
4008,f
4009,n
4010,n
4011,n
4012,f
4013,n
4014,f
4015,f
4016,f
4017,f
4018,f
4019,n
4020,n
4021,f
4022,f
4023,f
4024,y
4025,f
4026,f
4027,c
4028,f
4029,f
4030,f
4031,f
4032,c
4033,f
4034,n
4035,f
4036,f
4037,f
4038,f
4039,f
4040,n
4041,f
4042,n
4043,f
4044,f
4045,f
4046,c
4047,f
4048,n
4049,c
4050,f
4051,f
4052,c
4053,f
4054,f
4055,n
4056,f
4057,f
4058,c
4059,c
4060,n
4061,f
4062,n
4063,n
4064,f
4065,f
4066,f
4067,f
4068,f
4069,n
4070,f
4071,f
4072,f
4073,f
4074,n
4075,n
4076,f
4077,n
4078,n
4079,f
4080,f
4081,f
4082,f
4083,f
4084,f
4085,f
4086,f
4087,f
4088,n
4089,f
4090,n
4091,f
4092,f
4093,n
4094,n
4095,f
4096,n
4097,n
4098,f
4099,c
4100,f
4101,y
4102,f
4103,f
4104,n
4105,f
4106,n
4107,n
4108,n
4109,f
4110,n
4111,f
4112,f
4113,f
4114,n
4115,f
4116,f
4117,f
4118,f
4119,f
4120,f
4121,f
4122,n
4123,f
4124,f
4125,n
4126,f
4127,f
4128,n
4129,f
4130,n
4131,f
4132,f
4133,f
4134,c
4135,n
4136,f
4137,f
4138,f
4139,n
4140,f
4141,f
4142,n
4143,n
4144,f
4145,f
4146,f
4147,f
4148,f
4149,f
4150,f
4151,n
4152,f
4153,f
4154,f
4155,n
4156,n
4157,n
4158,f
4159,f
4160,n
4161,f
4162,n
4163,f
4164,f
4165,f
4166,n
4167,f
4168,f
4169,f
4170,f
4171,f
4172,f
4173,f
4174,f
4175,f
4176,f
4177,n
4178,f
4179,f
4180,n
4181,f
4182,f
4183,f
4184,n
4185,f
4186,f
4187,n
4188,n
4189,f
4190,f
4191,f
4192,f
4193,f
4194,f
4195,f
4196,n
4197,y
4198,n
4199,c
4200,c
4201,y
4202,f
4203,f
4204,f
4205,f
4206,f
4207,f
4208,f
4209,f
4210,f
4211,f
4212,f
4213,f
4214,f
4215,f
4216,f
4217,f
4218,f
4219,f
4220,f
4221,f
4222,f
4223,f
4224,f
4225,n
4226,f
4227,f
4228,f
4229,f
4230,f
4231,f
4232,f
4233,f
4234,f
4235,f
4236,f
4237,f
4238,f
4239,f
4240,f
4241,f
4242,f
4243,f
4244,f
4245,f
4246,f
4247,f
4248,f
4249,f
4250,f
4251,f
4252,f
4253,f
4254,n
4255,f
4256,f
4257,f
4258,f
4259,f
4260,f
4261,f
4262,f
4263,c
4264,f
4265,f
4266,f
4267,f
4268,f
4269,f
4270,f
4271,f
4272,f
4273,f
4274,f
4275,f
4276,f
4277,n
4278,f
4279,f
4280,f
4281,f
4282,f
4283,f
4284,n
4285,f
4286,f
4287,f
4288,f
4289,f
4290,f
4291,f
4292,n
4293,f
4294,f
4295,f
4296,f
4297,f
4298,f
4299,f
4300,f
4301,f
4302,f
4303,f
4304,f
4305,f
4306,n
4307,f
4308,f
4309,f
4310,f
4311,f
4312,f
4313,f
4314,f
4315,f
4316,f
4317,f
4318,f
4319,f
4320,f
4321,f
4322,f
4323,f
4324,f
4325,f
4326,f
4327,n
4328,f
4329,f
4330,s
4331,f
4332,n
4333,f
4334,f
4335,f
4336,f
4337,f
4338,f
4339,f
4340,f
4341,f
4342,n
4343,f
4344,f
4345,f
4346,f
4347,f
4348,f
4349,f
4350,f
4351,f
4352,f
4353,f
4354,f
4355,f
4356,f
4357,f
4358,n
4359,f
4360,f
4361,f
4362,f
4363,f
4364,f
4365,n
4366,f
4367,f
4368,f
4369,f
4370,f
4371,f
4372,f
4373,f
4374,f
4375,f
4376,n
4377,y
4378,f
4379,f
4380,n
4381,n
4382,f
4383,f
4384,f
4385,f
4386,f
4387,f
4388,f
4389,f
4390,f
4391,f
4392,f
4393,f
4394,f
4395,f
4396,f
4397,n
4398,f
4399,f
4400,f
4401,f
4402,f
4403,f
4404,f
4405,f
4406,f
4407,f
4408,f
4409,f
4410,f
4411,n
4412,f
4413,f
4414,f
4415,f
4416,f
4417,f
4418,n
4419,f
4420,n
4421,f
4422,f
4423,f
4424,f
4425,n
4426,f
4427,f
4428,f
4429,f
4430,y
4431,f
4432,f
4433,f
4434,f
4435,f
4436,f
4437,f
4438,f
4439,c
4440,f
4441,f
4442,f
4443,f
4444,f
4445,n
4446,f
4447,f
4448,f
4449,f
4450,f
4451,f
4452,n
4453,f
4454,f
4455,f
4456,f
4457,f
4458,f
4459,f
4460,n
4461,f
4462,s
4463,f
4464,f
4465,f
4466,f
4467,f
4468,f
4469,f
4470,f
4471,f
4472,f
4473,f
4474,f
4475,f
4476,f
4477,f
4478,f
4479,f
4480,f
4481,n
4482,f
4483,f
4484,f
4485,f
4486,f
4487,f
4488,f
4489,f
4490,f
4491,f
4492,n
4493,f
4494,f
4495,n
4496,f
4497,f
4498,n
4499,y
4500,c
4501,f
4502,f
4503,f
4504,f
4505,f
4506,f
4507,f
4508,f
4509,f
4510,f
4511,f
4512,f
4513,f
4514,f
4515,f
4516,f
4517,f
4518,f
4519,f
4520,n
4521,f
4522,f
4523,s
4524,f
4525,f
4526,f
4527,f
4528,f
4529,f
4530,f
4531,f
4532,f
4533,f
4534,n
4535,n
4536,f
4537,f
4538,f
4539,f
4540,f
4541,f
4542,f
4543,f
4544,f
4545,f
4546,f
4547,f
4548,f
4549,f
4550,n
4551,f
4552,f
4553,f
4554,f
4555,f
4556,f
4557,n
4558,n
4559,f
4560,f
4561,f
4562,f
4563,f
4564,f
4565,f
4566,f
4567,f
4568,f
4569,f
4570,f
4571,n
4572,f
4573,f
4574,f
4575,f
4576,f
4577,f
4578,f
4579,f
4580,f
4581,f
4582,f
4583,f
4584,c
4585,f
4586,f
4587,f
4588,f
4589,f
4590,f
4591,f
4592,f
4593,f
4594,f
4595,f
4596,f
4597,f
4598,f
4599,f
4600,f
4601,f
4602,f
4603,f
4604,f
4605,f
4606,f
4607,f
4608,f
4609,f
4610,f
4611,y
4612,n
4613,f
4614,f
4615,f
4616,f
4617,f
4618,f
4619,f
4620,f
4621,f
4622,f
4623,f
4624,f
4625,f
4626,f
4627,f
4628,f
4629,c
4630,f
4631,n
4632,f
4633,f
4634,f
4635,n
4636,f
4637,f
4638,f
4639,f
4640,f
4641,f
4642,f
4643,f
4644,f
4645,f
4646,f
4647,f
4648,n
4649,f
4650,f
4651,f
4652,f
4653,n
4654,f
4655,f
4656,f
4657,f
4658,f
4659,f
4660,f
4661,f
4662,f
4663,n
4664,n
4665,f
4666,f
4667,f
4668,f
4669,f
4670,f
4671,f
4672,f
4673,f
4674,n
4675,f
4676,f
4677,f
4678,f
4679,f
4680,f
4681,f
4682,f
4683,f
4684,f
4685,f
4686,f
4687,f
4688,f
4689,f
4690,f
4691,f
4692,f
4693,f
4694,f
4695,f
4696,f
4697,n
4698,f
4699,f
4700,f
4701,f
4702,f
4703,c
4704,f
4705,f
4706,f
4707,f
4708,f
4709,n
4710,f
4711,f
4712,f
4713,f
4714,f
4715,f
4716,f
4717,f
4718,n
4719,f
4720,n
4721,f
4722,f
4723,f
4724,f
4725,f
4726,f
4727,f
4728,f
4729,f
4730,f
4731,f
4732,f
4733,n
4734,f
4735,n
4736,f
4737,f
4738,f
4739,f
4740,f
4741,f
4742,f
4743,f
4744,f
4745,f
4746,f
4747,f
4748,f
4749,f
4750,c
4751,f
4752,f
4753,f
4754,f
4755,f
4756,f
4757,f
4758,f
4759,f
4760,f
4761,f
4762,f
4763,f
4764,f
4765,f
4766,f
4767,f
4768,f
4769,f
4770,f
4771,f
4772,f
4773,f
4774,f
4775,f
4776,f
4777,f
4778,n
4779,f
4780,c
4781,f
4782,f
4783,f
4784,n
4785,f
4786,f
4787,f
4788,f
4789,n
4790,f
4791,f
4792,f
4793,f
4794,f
4795,f
4796,f
4797,f
4798,f
4799,f
4800,n
4801,f
4802,f
4803,f
4804,f
4805,f
4806,f
4807,n
4808,f
4809,f
4810,f
4811,f
4812,f
4813,n
4814,f
4815,n
4816,f
4817,f
4818,s
4819,f
4820,f
4821,f
4822,f
4823,f
4824,f
4825,n
4826,f
4827,n
4828,f
4829,f
4830,f
4831,f
4832,n
4833,f
4834,f
4835,n
4836,c
4837,f
4838,f
4839,f
4840,f
4841,n
4842,f
4843,n
4844,n
4845,n
4846,f
4847,n
4848,f
4849,f
4850,f
4851,f
4852,f
4853,f
4854,f
4855,f
4856,f
4857,f
4858,f
4859,n
4860,n
4861,n
4862,f
4863,n
4864,f
4865,f
4866,f
4867,f
4868,f
4869,f
4870,f
4871,f
4872,n
4873,n
4874,f
4875,f
4876,f
4877,n
4878,f
4879,f
4880,f
4881,f
4882,f
4883,n
4884,f
4885,f
4886,f
4887,f
4888,f
4889,n
4890,f
4891,f
4892,f
4893,f
4894,f
4895,c
4896,f
4897,f
4898,f
4899,n
4900,n
4901,f
4902,f
4903,f
4904,y
4905,y
4906,f
4907,f
4908,f
4909,f
4910,f
4911,f
4912,n
4913,f
4914,f
4915,f
4916,f
4917,f
4918,f
4919,f
4920,f
4921,f
4922,c
4923,f
4924,n
4925,f
4926,f
4927,n
4928,f
4929,f
4930,f
4931,n
4932,n
4933,f
4934,f
4935,f
4936,f
4937,f
4938,f
4939,s
4940,n
4941,f
4942,f
4943,f
4944,f
4945,f
4946,n
4947,n
4948,f
4949,f
4950,f
4951,f
4952,n
4953,f
4954,f
4955,f
4956,f
4957,f
4958,f
4959,f
4960,f
4961,f
4962,f
4963,f
4964,f
4965,n
4966,n
4967,n
4968,n
4969,f
4970,f
4971,f
4972,f
4973,f
4974,f
4975,f
4976,f
4977,f
4978,f
4979,f
4980,f
4981,f
4982,f
4983,f
4984,f
4985,n
4986,f
4987,y
4988,f
4989,f
4990,f
4991,f
4992,f
4993,f
4994,n
4995,f
4996,f
4997,n
4998,f
4999,f
5000,f
5001,f
5002,n
5003,n
5004,f
5005,f
5006,n
5007,f
5008,f
5009,f
5010,f
5011,n
5012,f
5013,f
5014,f
5015,f
5016,n
5017,f
5018,f
5019,f
5020,f
5021,f
5022,c
5023,f
5024,n
5025,f
5026,f
5027,f
5028,f
5029,f
5030,f
5031,f
5032,f
5033,f
5034,f
5035,f
5036,f
5037,f
5038,f
5039,f
5040,f
5041,f
5042,s
5043,f
5044,f
5045,f
5046,f
5047,f
5048,f
5049,f
5050,f
5051,f
5052,y
5053,n
5054,n
5055,f
5056,f
5057,f
5058,f
5059,f
5060,f
5061,f
5062,f
5063,f
5064,f
5065,f
5066,f
5067,f
5068,f
5069,f
5070,f
5071,n
5072,n
5073,f
5074,f
5075,y
5076,f
5077,f
5078,f
5079,f
5080,n
5081,f
5082,f
5083,f
5084,f
5085,f
5086,n
5087,f
5088,n
5089,f
5090,f
5091,f
5092,f
5093,f
5094,f
5095,f
5096,f
5097,f
5098,n
5099,n
5100,f
5101,f
5102,n
5103,f
5104,f
5105,s
5106,y
5107,y
5108,n
5109,f
5110,n
5111,f
5112,f
5113,f
5114,n
5115,f
5116,f
5117,y
5118,n
5119,f
5120,f
5121,f
5122,f
5123,n
5124,f
5125,f
5126,f
5127,n
5128,f
5129,n
5130,f
5131,f
5132,n
5133,s
5134,y
5135,n
5136,n
5137,f
5138,n
5139,f
5140,f
5141,n
5142,f
5143,y
5144,f
5145,n
5146,f
5147,f
5148,y
5149,n
5150,f
5151,n
5152,n
5153,f
5154,n
5155,n
5156,y
5157,f
5158,f
5159,f
5160,f
5161,f
5162,f
5163,n
5164,n
5165,f
5166,f
5167,n
5168,f
5169,n
5170,n
5171,f
5172,f
5173,f
5174,f
5175,f
5176,n
5177,n
5178,n
5179,n
5180,n
5181,f
5182,f
5183,f
5184,f
5185,f
5186,n
5187,y
5188,f
5189,n
5190,f
5191,n
5192,f
5193,s
5194,n
5195,f
5196,f
5197,f
5198,n
5199,f
5200,f
5201,f
5202,f
5203,f
5204,f
5205,f
5206,n
5207,n
5208,f
5209,y
5210,f
5211,n
5212,f
5213,y
5214,f
5215,f
5216,n
5217,n
5218,f
5219,y
5220,n
5221,f
5222,n
5223,f
5224,n
5225,n
5226,f
5227,f
5228,f
5229,f
5230,f
5231,n
5232,n
5233,f
5234,n
5235,f
5236,f
5237,f
5238,n
5239,n
5240,n
5241,f
5242,n
5243,f
5244,n
5245,f
5246,y
5247,f
5248,f
5249,n
5250,f
5251,f
5252,f
5253,n
5254,f
5255,f
5256,n
5257,f
5258,n
5259,f
5260,n
5261,f
5262,f
5263,n
5264,f
5265,n
5266,f
5267,y
5268,y
5269,f
5270,n
5271,f
5272,n
5273,f
5274,n
5275,s
5276,f
5277,f
5278,n
5279,n
5280,f
5281,n
5282,n
5283,f
5284,n
5285,n
5286,n
5287,f
5288,y
5289,f
5290,f
5291,f
5292,n
5293,y
5294,f
5295,f
5296,n
5297,f
5298,s
5299,f
5300,n
5301,f
5302,f
5303,n
5304,f
5305,f
5306,s
5307,n
5308,f
5309,n
5310,n
5311,f
5312,n
5313,s
5314,n
5315,f
5316,f
5317,n
5318,n
5319,n
5320,f
5321,f
5322,s
5323,f
5324,f
5325,f
5326,n
5327,s
5328,f
5329,y
5330,f
5331,f
5332,f
5333,n
5334,f
5335,f
5336,n
5337,f
5338,s
5339,n
5340,f
5341,n
5342,n
5343,n
5344,f
5345,n
5346,n
5347,y
5348,f
5349,f
5350,f
5351,f
5352,n
5353,f
5354,f
5355,f
5356,f
5357,f
5358,f
5359,f
5360,f
5361,f
5362,n
5363,n
5364,f
5365,f
5366,y
5367,f
5368,f
5369,f
5370,n
5371,f
5372,n
5373,f
5374,f
5375,f
5376,f
5377,n
5378,f
5379,n
5380,s
5381,f
5382,f
5383,n
5384,f
5385,n
5386,n
5387,n
5388,n
5389,f
5390,n
5391,n
5392,f
5393,n
5394,f
5395,n
5396,f
5397,f
5398,f
5399,n
5400,f
5401,f
5402,n
5403,y
5404,f
5405,f
5406,n
5407,f
5408,f
5409,f
5410,f
5411,f
5412,y
5413,f
5414,n
5415,f
5416,n
5417,n
5418,n
5419,f
5420,f
5421,n
5422,n
5423,f
5424,n
5425,f
5426,f
5427,f
5428,f
5429,f
5430,f
5431,n
5432,f
5433,f
5434,f
5435,n
5436,f
5437,n
5438,f
5439,f
5440,n
5441,y
5442,s
5443,f
5444,n
5445,f
5446,f
5447,y
5448,f
5449,y
5450,f
5451,f
5452,f
5453,f
5454,f
5455,f
5456,f
5457,f
5458,f
5459,f
5460,f
5461,f
5462,s
5463,f
5464,n
5465,n
5466,y
5467,n
5468,f
5469,f
5470,y
5471,f
5472,y
5473,n
5474,y
5475,f
5476,f
5477,f
5478,n
5479,f
5480,n
5481,f
5482,n
5483,f
5484,y
5485,f
5486,f
5487,f
5488,n
5489,f
5490,s
5491,f
5492,f
5493,n
5494,n
5495,n
5496,f
5497,f
5498,n
5499,f
5500,f
5501,f
5502,y
5503,n
5504,n
5505,n
5506,f
5507,f
5508,y
5509,n
5510,f
5511,f
5512,y
5513,f
5514,s
5515,n
5516,n
5517,f
5518,y
5519,f
5520,s
5521,f
5522,s
5523,n
5524,f
5525,f
5526,n
5527,n
5528,f
5529,n
5530,f
5531,y
5532,f
5533,f
5534,f
5535,n
5536,f
5537,n
5538,n
5539,n
5540,f
5541,n
5542,f
5543,f
5544,f
5545,n
5546,f
5547,n
5548,n
5549,n
5550,y
5551,f
5552,n
5553,f
5554,n
5555,y
5556,f
5557,n
5558,n
5559,s
5560,f
5561,f
5562,f
5563,n
5564,n
5565,f
5566,f
5567,n
5568,f
5569,f
5570,n
5571,n
5572,n
5573,f
5574,y
5575,f
5576,f
5577,s
5578,n
5579,n
5580,f
5581,f
5582,f
5583,n
5584,y
5585,f
5586,y
5587,n
5588,n
5589,n
5590,y
5591,f
5592,f
5593,f
5594,n
5595,s
5596,s
5597,n
5598,f
5599,n
5600,n
5601,y
5602,n
5603,f
5604,s
5605,n
5606,n
5607,f
5608,f
5609,n
5610,f
5611,n
5612,f
5613,n
5614,f
5615,s
5616,y
5617,f
5618,n
5619,f
5620,n
5621,n
5622,f
5623,n
5624,n
5625,n
5626,f
5627,f
5628,f
5629,n
5630,f
5631,n
5632,f
5633,f
5634,n
5635,y
5636,f
5637,f
5638,n
5639,n
5640,f
5641,n
5642,n
5643,f
5644,f
5645,y
5646,n
5647,f
5648,f
5649,f
5650,n
5651,f
5652,f
5653,n
5654,n
5655,f
5656,f
5657,f
5658,f
5659,f
5660,n
5661,f
5662,n
5663,f
5664,f
5665,n
5666,f
5667,n
5668,f
5669,y
5670,n
5671,f
5672,f
5673,f
5674,y
5675,n
5676,f
5677,f
5678,f
5679,f
5680,n
5681,n
5682,n
5683,y
5684,n
5685,f
5686,f
5687,n
5688,n
5689,f
5690,f
5691,y
5692,n
5693,n
5694,f
5695,y
5696,n
5697,f
5698,s
5699,n
5700,f
5701,f
5702,f
5703,n
5704,n
5705,n
5706,f
5707,f
5708,f
5709,f
5710,y
5711,f
5712,n
5713,f
5714,y
5715,n
5716,n
5717,f
5718,n
5719,f
5720,s
5721,n
5722,y
5723,s
5724,f
5725,n
5726,f
5727,n
5728,n
5729,f
5730,f
5731,f
5732,n
5733,n
5734,n
5735,n
5736,f
5737,y
5738,n
5739,n
5740,f
5741,f
5742,n
5743,f
5744,n
5745,n
5746,s
5747,f
5748,f
5749,n
5750,f
5751,f
5752,n
5753,n
5754,f
5755,n
5756,s
5757,f
5758,n
5759,f
5760,f
5761,n
5762,y
5763,f
5764,f
5765,n
5766,f
5767,f
5768,n
5769,s
5770,n
5771,f
5772,y
5773,f
5774,n
5775,n
5776,f
5777,n
5778,n
5779,f
5780,n
5781,y
5782,n
5783,n
5784,n
5785,f
5786,f
5787,f
5788,n
5789,n
5790,n
5791,s
5792,f
5793,f
5794,n
5795,n
5796,f
5797,f
5798,f
